"job_id","job_title","job_location","job_schedule_type","salary_year_avg","company_name","skills"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","sql"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","python"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","r"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","azure"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","databricks"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","aws"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","pandas"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","pyspark"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","jupyter"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","excel"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","tableau"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","power bi"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","AT&T","powerpoint"
99305,"Data Analyst, Marketing","Anywhere","Full-time","232423.0","Pinterest Job Advertisements","sql"
99305,"Data Analyst, Marketing","Anywhere","Full-time","232423.0","Pinterest Job Advertisements","python"
99305,"Data Analyst, Marketing","Anywhere","Full-time","232423.0","Pinterest Job Advertisements","r"
99305,"Data Analyst, Marketing","Anywhere","Full-time","232423.0","Pinterest Job Advertisements","hadoop"
99305,"Data Analyst, Marketing","Anywhere","Full-time","232423.0","Pinterest Job Advertisements","tableau"
1021647,"Data Analyst (Hybrid/Remote)","Anywhere","Full-time","217000.0","Uclahealthcareers","sql"
1021647,"Data Analyst (Hybrid/Remote)","Anywhere","Full-time","217000.0","Uclahealthcareers","crystal"
1021647,"Data Analyst (Hybrid/Remote)","Anywhere","Full-time","217000.0","Uclahealthcareers","oracle"
1021647,"Data Analyst (Hybrid/Remote)","Anywhere","Full-time","217000.0","Uclahealthcareers","tableau"
1021647,"Data Analyst (Hybrid/Remote)","Anywhere","Full-time","217000.0","Uclahealthcareers","flow"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","sql"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","python"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","go"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","snowflake"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","pandas"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","numpy"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","excel"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","tableau"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","SmartAsset","gitlab"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","sql"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","python"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","azure"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","aws"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","oracle"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","snowflake"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","tableau"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","power bi"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","sap"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","jenkins"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","bitbucket"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","atlassian"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","jira"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","Inclusively","confluence"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","sql"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","python"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","r"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","git"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","bitbucket"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","atlassian"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","jira"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","Motional","confluence"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","sql"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","python"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","go"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","snowflake"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","pandas"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","numpy"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","excel"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","tableau"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","SmartAsset","gitlab"
387860,"ERM Data Analyst","Anywhere","Full-time","184000.0","Get It Recruit - Information Technology","sql"
387860,"ERM Data Analyst","Anywhere","Full-time","184000.0","Get It Recruit - Information Technology","python"
387860,"ERM Data Analyst","Anywhere","Full-time","184000.0","Get It Recruit - Information Technology","r"
